sku_id,sku_code,main_design,wire_size,dimensions,design_type,line,cut,karat,color,price,image_filename,
525,BALL-0.31mm-1mm 3+1-Singapuri Ball-4Line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,4Line,Flat Cut,21KT,YG,746,BALL525,
526,BALL-0.31mm-1mm 3+1-Singapuri Ball-4Line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,4Line,Flat Cut,22KT,YG,544,BALL526,
527,BALL-0.31mm-1mm 3+1-Singapuri Ball-4Line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,4Line,Flat Cut,9KT,RG,975,BALL527,
528,BALL-0.31mm-1mm 3+1-Singapuri Ball-4Line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,4Line,Flat Cut,9KT,WG,210,BALL528,
529,BALL-0.31mm-1mm 3+1-Singapuri Ball-4Line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,4Line,Flat Cut,9KT,YG,596,BALL529,
530,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,10KT,RG,926,BALL530,
531,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,10KT,WG,494,BALL531,
532,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,10KT,YG,744,BALL532,
533,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,14KT,RG,688,BALL533,
534,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,14KT,WG,942,BALL534,
535,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,14KT,YG,736,BALL535,
536,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,18KT,RG,489,BALL536,
537,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,18KT,WG,661,BALL537,
538,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,18KT,YG,258,BALL538,
539,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,20KT,YG,873,BALL539,
540,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,21KT,YG,949,BALL540,
541,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,22KT,YG,502,BALL541,
542,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,9KT,RG,437,BALL542,
543,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,9KT,WG,591,BALL543,
544,BALL-0.31mm-1mm 3+1-Singapuri Ball-5Line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,5Line,Flat Cut,9KT,YG,127,BALL544,
545,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,10KT,RG,363,BALL545,
546,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,10KT,WG,205,BALL546,
547,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,10KT,YG,195,BALL547,
548,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,14KT,RG,102,BALL548,
549,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,14KT,WG,984,BALL549,
550,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,14KT,YG,504,BALL550,
551,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,18KT,RG,832,BALL551,
552,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,18KT,WG,250,BALL552,
553,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,18KT,YG,212,BALL553,
554,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,20KT,YG,979,BALL554,
555,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,21KT,YG,821,BALL555,
556,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,22KT,YG,724,BALL556,
557,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,9KT,RG,196,BALL557,
558,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,9KT,WG,114,BALL558,
559,BALL-0.31mm-1mm 3+1-Singapuri Ball-6Line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,6Line,Flat Cut,9KT,YG,220,BALL559,
560,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,10KT,RG,670,BALL560,
561,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,10KT,WG,680,BALL561,
562,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,10KT,YG,168,BALL562,
563,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,14KT,RG,965,BALL563,
564,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,14KT,WG,839,BALL564,
565,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,14KT,YG,316,BALL565,
566,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,18KT,RG,263,BALL566,
567,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,18KT,WG,399,BALL567,
568,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,18KT,YG,814,BALL568,
569,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,20KT,YG,801,BALL569,
570,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,21KT,YG,310,BALL570,
571,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,22KT,YG,719,BALL571,
572,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,9KT,RG,259,BALL572,
573,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,9KT,WG,132,BALL573,
574,BALL-0.31mm-1mm 3+1-Singapuri Ball-7Line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,7Line,Flat Cut,9KT,YG,248,BALL574,
575,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,10KT,RG,266,BALL575,
576,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,10KT,WG,221,BALL576,
577,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,10KT,YG,224,BALL577,
578,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,14KT,RG,414,BALL578,
579,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,14KT,WG,772,BALL579,
580,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,14KT,YG,181,BALL580,
581,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,18KT,RG,655,BALL581,
582,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,18KT,WG,994,BALL582,
583,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,18KT,YG,492,BALL583,
584,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,20KT,YG,156,BALL584,
585,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,21KT,YG,602,BALL585,
586,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,22KT,YG,519,BALL586,
587,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,9KT,RG,779,BALL587,
588,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,9KT,WG,208,BALL588,
589,BALL-0.31mm-1mm 3+1-Singapuri Ball-8Line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,8Line,Flat Cut,9KT,YG,538,BALL589,
590,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,10KT,RG,648,BALL590,
591,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,10KT,WG,1000,BALL591,
592,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,10KT,YG,199,BALL592,
593,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,14KT,RG,878,BALL593,
594,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,14KT,WG,205,BALL594,
595,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,14KT,YG,424,BALL595,
596,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,18KT,RG,842,BALL596,
597,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,18KT,WG,570,BALL597,
598,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,18KT,YG,473,BALL598,
599,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,20KT,YG,784,BALL599,
600,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,21KT,YG,709,BALL600,
601,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,22KT,YG,934,BALL601,
602,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,9KT,RG,345,BALL602,
603,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,9KT,WG,894,BALL603,
604,BALL-0.31mm-1mm 3+1-Singapuri Ball-9line-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,9line,Flat Cut,9KT,YG,593,BALL604,
605,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,10KT,RG,251,BALL605,
606,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,10KT,WG,792,BALL606,
607,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,10KT,YG,143,BALL607,
608,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,14KT,RG,574,BALL608,
609,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,14KT,WG,530,BALL609,
610,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,14KT,YG,138,BALL610,
611,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,18KT,RG,563,BALL611,
612,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,18KT,WG,811,BALL612,
613,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,18KT,YG,756,BALL613,
614,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,20KT,YG,182,BALL614,
615,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,21KT,YG,874,BALL615,
616,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,22KT,YG,413,BALL616,
617,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,9KT,RG,954,BALL617,
618,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,9KT,WG,849,BALL618,
619,BALL-0.31mm-1mm 3+1-Singapuri Ball-SN-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,SN,Flat Cut,9KT,YG,712,BALL619,
620,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,10KT,RG,238,BALL620,
621,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,10KT,WG,768,BALL621,
622,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,10KT,YG,632,BALL622,
623,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,14KT,RG,237,BALL623,
624,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,14KT,WG,386,BALL624,
625,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,14KT,YG,171,BALL625,
626,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,18KT,RG,693,BALL626,
627,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,18KT,WG,893,BALL627,
628,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,18KT,YG,721,BALL628,
629,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,20KT,YG,293,BALL629,
630,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,21KT,YG,125,BALL630,
631,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,22KT,YG,230,BALL631,
632,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,9KT,RG,872,BALL632,
633,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,9KT,WG,105,BALL633,
634,BALL-0.31mm-1mm 3+1-Singapuri Ball-Square-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Square,Flat Cut,9KT,YG,613,BALL634,
635,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,10KT,RG,757,BALL635,
636,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,10KT,WG,565,BALL636,
637,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,10KT,YG,169,BALL637,
638,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,14KT,RG,636,BALL638,
639,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,14KT,WG,317,BALL639,
640,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,14KT,YG,458,BALL640,
641,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,18KT,RG,279,BALL641,
642,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,18KT,WG,559,BALL642,
643,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,18KT,YG,505,BALL643,
644,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,20KT,YG,951,BALL644,
645,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,21KT,YG,746,BALL645,
646,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,22KT,YG,980,BALL646,
647,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,9KT,RG,192,BALL647,
648,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,9KT,WG,837,BALL648,
649,BALL-0.31mm-1mm 3+1-Singapuri Ball-Sundri-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,Sundri,Flat Cut,9KT,YG,815,BALL649,
650,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-10KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,10KT,RG,757,BALL650,
651,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-10KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,10KT,WG,131,BALL651,
652,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-10KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,10KT,YG,381,BALL652,
653,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-14KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,14KT,RG,685,BALL653,
654,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-14KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,14KT,WG,470,BALL654,
655,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-14KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,14KT,YG,182,BALL655,
656,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-18KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,18KT,RG,310,BALL656,
657,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-18KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,18KT,WG,573,BALL657,
658,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-18KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,18KT,YG,423,BALL658,
659,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-20KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,20KT,YG,926,BALL659,
660,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-21KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,21KT,YG,722,BALL660,
661,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-22KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,22KT,YG,687,BALL661,
662,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-9KT-RG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,9KT,RG,246,BALL662,
663,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-9KT-WG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,9KT,WG,335,BALL663,
664,BALL-0.31mm-1mm 3+1-Singapuri Ball-TVT-Flat Cut-9KT-YG,BALL,0.31mm,1mm 3+1,Singapuri Ball,TVT,Flat Cut,9KT,YG,226,BALL664,
